  533.00000,     1.00000  6788.34912
  533.06773,     1.00000  6087.14648
  533.13546,     1.00000  5503.54834
  533.20319,     1.00000  5119.93945
  533.27091,     1.00000  4646.28760
  533.33864,     1.00000  4506.66357
  533.40637,     1.00000  4346.94482
  533.47410,     1.00000  4241.83643
  533.54183,     1.00000  4140.36133
  533.60956,     1.00000  4211.25342
  533.67728,     1.00000  4205.65527
  533.74501,     1.00000  4098.71387
  533.81274,     1.00000  4070.16943
  533.88047,     1.00000  4109.86523
  533.94820,     1.00000  4289.95313
  534.01593,     1.00000  4473.50244
  534.08365,     1.00000  4315.67822
  534.15138,     1.00000  4046.56958
  534.21911,     1.00000  3833.99780
  534.28684,     1.00000  4012.20557
  534.35457,     1.00000  4357.89795
  534.42230,     1.00000  5346.09521
  534.49002,     1.00000  5696.16357
  534.55775,     1.00000  5396.17578
  534.62548,     1.00000  4931.62646
  534.69321,     1.00000  3813.48267
  534.76094,     1.00000  3138.45923
  534.82867,     1.00000  3270.28296
  534.89640,     1.00000  3472.75049
  534.96412,     1.00000  3252.54443
  535.03185,     1.00000  2973.31494
  535.09958,     1.00000  2652.69043
  535.16731,     1.00000  2286.61060
  535.23504,     1.00000  1930.18604
  535.30277,     1.00000  1736.05713
  535.37049,     1.00000  1733.47583
  535.43822,     1.00000  1807.88062
  535.50595,     1.00000  1905.11682
  535.57368,     1.00000  2035.68335
  535.64141,     1.00000  2188.94287
  535.70914,     1.00000  2406.88062
  535.77686,     1.00000  2653.20923
  535.84459,     1.00000  2780.53687
  535.91232,     1.00000  3010.47485
  535.98005,     1.00000  3300.27344
  536.04778,     1.00000  3498.45679
  536.11551,     1.00000  3520.55591
  536.18323,     1.00000  3776.32983
  536.25096,     1.00000  4137.73193
  536.31869,     1.00000  3741.92896
  536.38642,     1.00000  3660.85034
  536.45415,     1.00000  3618.08130
  536.52188,     1.00000  3438.15234
  536.58961,     1.00000  3385.39868
  536.65733,     1.00000  3129.89307
  536.72506,     1.00000  2760.70117
  536.79279,     1.00000  2421.57007
  536.86052,     1.00000  2225.56323
  536.92825,     1.00000  2091.04761
  536.99598,     1.00000  1984.72314
  537.06370,     1.00000  1796.79578
  537.13143,     1.00000  1566.79822
  537.19916,     1.00000  1405.01733
  537.26689,     1.00000  1300.82861
  537.33462,     1.00000  1245.89783
  537.40235,     1.00000  1276.92554
  537.47007,     1.00000  1336.19739
  537.53780,     1.00000  1373.29871
  537.60553,     1.00000  1466.55066
  537.67326,     1.00000  1435.04333
  537.74099,     1.00000  1403.50647
  537.80872,     1.00000  1390.12988
  537.87644,     1.00000  1478.00610
  537.94417,     1.00000  1493.30334
  538.01190,     1.00000  1610.17334
  538.07963,     1.00000  1742.00513
  538.14736,     1.00000  1702.25977
  538.21509,     1.00000  1695.29663
  538.28282,     1.00000  1731.93677
  538.35054,     1.00000  1916.39343
  538.41827,     1.00000  2126.47070
  538.48600,     1.00000  2180.06226
  538.55373,     1.00000  2056.09448
  538.62146,     1.00000  1976.70886
  538.68919,     1.00000  2034.92554
  538.75691,     1.00000  2023.05798
  538.82464,     1.00000  1998.51990
  538.89237,     1.00000  1938.51794
  538.96010,     1.00000  1903.44214
  539.02783,     1.00000  1889.54419
  539.09556,     1.00000  1815.27380
  539.16328,     1.00000  1790.52600
  539.23101,     1.00000  1743.15344
  539.29874,     1.00000  1753.70020
  539.36647,     1.00000  1779.83057
  539.43420,     1.00000  1684.95581
  539.50193,     1.00000  1543.51038
  539.56965,     1.00000  1386.84485
  539.63738,     1.00000  1239.24780
  539.70511,     1.00000  1131.19934
  539.77284,     1.00000   983.99481
  539.84057,     1.00000   869.28595
  539.90830,     1.00000   832.15686
  539.97603,     1.00000   713.94751
  540.04375,     1.00000   635.42944
  540.11148,     1.00000   582.30676
  540.17921,     1.00000   566.09503
  540.24694,     1.00000   555.86853
  540.31467,     1.00000   541.16052
  540.38240,     1.00000   516.62720
  540.45012,     1.00000   490.23230
  540.51785,     1.00000   501.11383
