  533.00000,     1.00000   957.72687
  533.06773,     1.00000   917.30841
  533.13546,     1.00000   812.92407
  533.20319,     1.00000   743.78131
  533.27091,     1.00000   694.46240
  533.33864,     1.00000   658.13312
  533.40637,     1.00000   624.13916
  533.47410,     1.00000   609.60242
  533.54183,     1.00000   604.14001
  533.60956,     1.00000   584.24286
  533.67728,     1.00000   585.33191
  533.74501,     1.00000   617.60590
  533.81274,     1.00000   619.35175
  533.88047,     1.00000   608.94727
  533.94820,     1.00000   625.32239
  534.01593,     1.00000   624.52673
  534.08365,     1.00000   597.82037
  534.15138,     1.00000   579.82196
  534.21911,     1.00000   604.23315
  534.28684,     1.00000   611.24182
  534.35457,     1.00000   679.68542
  534.42230,     1.00000   719.41449
  534.49002,     1.00000   646.77448
  534.55775,     1.00000   565.34839
  534.62548,     1.00000   480.10382
  534.69321,     1.00000   419.73660
  534.76094,     1.00000   395.30319
  534.82867,     1.00000   375.68253
  534.89640,     1.00000   327.55563
  534.96412,     1.00000   297.19351
  535.03185,     1.00000   289.69464
  535.09958,     1.00000   248.68340
  535.16731,     1.00000   239.08902
  535.23504,     1.00000   253.58313
  535.30277,     1.00000   276.29932
  535.37049,     1.00000   259.30276
  535.43822,     1.00000   275.27164
  535.50595,     1.00000   312.92389
  535.57368,     1.00000   319.50604
  535.64141,     1.00000   334.12543
  535.70914,     1.00000   365.96021
  535.77686,     1.00000   399.52423
  535.84459,     1.00000   406.78073
  535.91232,     1.00000   428.95142
  535.98005,     1.00000   414.10901
  536.04778,     1.00000   395.98441
  536.11551,     1.00000   361.19122
  536.18323,     1.00000   399.62192
  536.25096,     1.00000   428.62628
  536.31869,     1.00000   451.29758
  536.38642,     1.00000   380.54736
  536.45415,     1.00000   354.14639
  536.52188,     1.00000   303.86026
  536.58961,     1.00000   309.13544
  536.65733,     1.00000   274.82364
  536.72506,     1.00000   269.15845
  536.79279,     1.00000   259.41064
  536.86052,     1.00000   242.40646
  536.92825,     1.00000   196.79654
  536.99598,     1.00000   199.73991
  537.06370,     1.00000   209.13957
  537.13143,     1.00000   197.73506
  537.19916,     1.00000   193.59221
  537.26689,     1.00000   197.62077
  537.33462,     1.00000   202.77057
  537.40235,     1.00000   211.50562
  537.47007,     1.00000   222.30389
  537.53780,     1.00000   221.10649
  537.60553,     1.00000   217.81560
  537.67326,     1.00000   227.24242
  537.74099,     1.00000   246.53680
  537.80872,     1.00000   254.02597
  537.87644,     1.00000   251.64502
  537.94417,     1.00000   287.29935
  538.01190,     1.00000   285.67590
  538.07963,     1.00000   297.80072
  538.14736,     1.00000   324.38614
  538.21509,     1.00000   327.79755
  538.28282,     1.00000   321.90921
  538.35054,     1.00000   338.73724
  538.41827,     1.00000   305.82901
  538.48600,     1.00000   319.89780
  538.55373,     1.00000   346.82773
  538.62146,     1.00000   348.41577
  538.68919,     1.00000   330.08148
  538.75691,     1.00000   304.81540
  538.82464,     1.00000   283.91855
  538.89237,     1.00000   271.56497
  538.96010,     1.00000   265.93503
  539.02783,     1.00000   258.78854
  539.09556,     1.00000   239.94800
  539.16328,     1.00000   213.23137
  539.23101,     1.00000   191.22791
  539.29874,     1.00000   183.94627
  539.36647,     1.00000   186.13098
  539.43420,     1.00000   159.93295
  539.50193,     1.00000   181.77502
  539.56965,     1.00000   171.51213
  539.63738,     1.00000   142.15425
  539.70511,     1.00000   152.16118
  539.77284,     1.00000   122.15771
  539.84057,     1.00000   124.05373
  539.90830,     1.00000   135.89862
  539.97603,     1.00000   162.84222
  540.04375,     1.00000   159.62572
  540.11148,     1.00000   126.12911
  540.17921,     1.00000   104.96751
  540.24694,     1.00000   116.84185
  540.31467,     1.00000   125.63680
  540.38240,     1.00000   118.64483
  540.45012,     1.00000   132.68648
  540.51785,     1.00000   119.00080
  540.58558,     1.00000   116.82053
  540.65331,     1.00000   128.45416
  540.72104,     1.00000   132.96117
  540.78877,     1.00000   135.72160
  540.85649,     1.00000   136.00182
  540.92422,     1.00000   144.77432
  540.99195,     1.00000   148.01215
  541.05968,     1.00000   151.71725
  541.12741,     1.00000   165.98352
  541.19514,     1.00000   159.01822
  541.26286,     1.00000   161.83868
  541.33059,     1.00000   157.67476
  541.39832,     1.00000   197.90633
  541.46605,     1.00000   181.15004
  541.53378,     1.00000   161.75803
  541.60151,     1.00000   187.72766
  541.66924,     1.00000   195.13097
  541.73696,     1.00000   186.54814
  541.80469,     1.00000   179.84648
  541.87242,     1.00000   196.94189
  541.94015,     1.00000   219.00784
  542.00788,     1.00000   223.39285
  542.07561,     1.00000   203.72594
  542.14333,     1.00000   218.42358
  542.21106,     1.00000   224.46802
  542.27879,     1.00000   229.57608
  542.34652,     1.00000   225.18454
  542.41425,     1.00000   224.82327
  542.48198,     1.00000   222.54117
  542.54970,     1.00000   209.03609
  542.61743,     1.00000   193.78265
  542.68516,     1.00000   181.64516
  542.75289,     1.00000   185.10417
  542.82062,     1.00000   194.17534
  542.88835,     1.00000   194.92197
  542.95607,     1.00000   190.60841
  543.02380,     1.00000   196.40625
  543.09153,     1.00000   182.11806
  543.15926,     1.00000   197.83853
  543.22699,     1.00000   195.51823
  543.29472,     1.00000   230.21703
  543.36245,     1.00000   228.35938
  543.43017,     1.00000   216.81770
  543.49790,     1.00000   233.43750
  543.56563,     1.00000   218.15625
  543.63336,     1.00000   212.53906
  543.70109,     1.00000   185.92361
