Wavelength,Filler,Intensity,
  539.95470,     1.00000,   333.00000,
  540.02512,     1.00000,   423.00000,
  540.09554,     1.00000,   514.00000,
  540.16596,     1.00000,   539.00000,
  540.23637,     1.00000,   478.00000,
  540.30679,     1.00000,   395.00000,
  540.37720,     1.00000,   269.00000,
  540.44761,     1.00000,   185.00000,
  540.51801,     1.00000,   184.00000,
  540.58842,     1.00000,   161.00000,
  540.65882,     1.00000,   141.00000,
  540.72922,     1.00000,   202.00000,
  540.79962,     1.00000,   184.00000,
  540.87001,     1.00000,   219.00000,
  540.94041,     1.00000,   308.00000,
  541.01080,     1.00000,   368.00000,
  541.08119,     1.00000,   420.00000,
  541.15158,     1.00000,   456.00000,
  541.22196,     1.00000,   653.00000,
  541.29234,     1.00000,   808.00000,
  541.36272,     1.00000,  1004.00000,
  541.43310,     1.00000,  1245.00000,
  541.50348,     1.00000,  1618.00000,
  541.57385,     1.00000,  2146.00000,
  541.64422,     1.00000,  3089.00000,
  541.71459,     1.00000,  4281.00000,
  541.78496,     1.00000,  6241.00000,
  541.85533,     1.00000,  7638.00000,
  541.92569,     1.00000,  7635.00000,
  541.99605,     1.00000,  6020.00000,
  542.06641,     1.00000,  4320.00000,
  542.13677,     1.00000,  3287.00000,
  542.20712,     1.00000,  2797.00000,
  542.27747,     1.00000,  2391.00000,
  542.34782,     1.00000,  2268.00000,
  542.41817,     1.00000,  2072.00000,
  542.48851,     1.00000,  1967.00000,
  542.55886,     1.00000,  1939.00000,
  542.62920,     1.00000,  1926.00000,
  542.69954,     1.00000,  1851.00000,
  542.76987,     1.00000,  1901.00000,
  542.84021,     1.00000,  1867.00000,
  542.91054,     1.00000,  2023.00000,
  542.98087,     1.00000,  1992.00000,
  543.05120,     1.00000,  2079.00000,
  543.12152,     1.00000,  2064.00000,
  543.19185,     1.00000,  2257.00000,
  543.26217,     1.00000,  2248.00000,
  543.33249,     1.00000,  2280.00000,
  543.40280,     1.00000,  2341.00000,
  543.47312,     1.00000,  2420.00000,
  543.54343,     1.00000,  2466.00000,
  543.61374,     1.00000,  2504.00000,
  543.68405,     1.00000,  2486.00000,
  543.75436,     1.00000,  2570.00000,
  543.82466,     1.00000,  2577.00000,
  543.89496,     1.00000,  2621.00000,
  543.96526,     1.00000,  2554.00000,
  544.03556,     1.00000,  2628.00000,
  544.10585,     1.00000,  2672.00000,
  544.17614,     1.00000,  2788.00000,
  544.24643,     1.00000,  2853.00000,
  544.31672,     1.00000,  3108.00000,
  544.38701,     1.00000,  3341.00000,
  544.45729,     1.00000,  4090.00000,
  544.52757,     1.00000,  5661.00000,
  544.59785,     1.00000,  9642.00000,
  544.66813,     1.00000, 16929.00000,
  544.73841,     1.00000, 28097.00000,
  544.80868,     1.00000, 41601.00000,
  544.87895,     1.00000, 50781.00000,
  544.94922,     1.00000, 45938.00000,
  545.01948,     1.00000, 27095.00000,
  545.08975,     1.00000,  9951.00000,
  545.16001,     1.00000,  5399.00000,
  545.23027,     1.00000,  4654.00000,
  545.30053,     1.00000,  4613.00000,
  545.37078,     1.00000,  4761.00000,
  545.44104,     1.00000,  4751.00000,
  545.51129,     1.00000,  4217.00000,
  545.58154,     1.00000,  3760.00000,
  545.65178,     1.00000,  3411.00000,
  545.72203,     1.00000,  3160.00000,
  545.79227,     1.00000,  2918.00000,
  545.86251,     1.00000,  2906.00000,
  545.93275,     1.00000,  2972.00000,
  546.00298,     1.00000,  2972.00000,
  546.07322,     1.00000,  2831.00000,
  546.14345,     1.00000,  2857.00000,
  546.21368,     1.00000,  2769.00000,
  546.28390,     1.00000,  2818.00000,
  546.35413,     1.00000,  2771.00000,
  546.42435,     1.00000,  2897.00000,
  546.49457,     1.00000,  2996.00000,
  546.56479,     1.00000,  3241.00000,
  546.63500,     1.00000,  3838.00000,
  546.70522,     1.00000,  5495.00000,
  546.77543,     1.00000,  7567.00000,
  546.84564,     1.00000,  7317.00000,
  546.91584,     1.00000,  4863.00000,
  546.98605,     1.00000,  3554.00000,
  547.05625,     1.00000,  3000.00000,
  547.12645,     1.00000,  2910.00000,
  547.19665,     1.00000,  2746.00000,
  547.26685,     1.00000,  2722.00000,
  547.33704,     1.00000,  2630.00000,
  547.40723,     1.00000,  2592.00000,
  547.47742,     1.00000,  2448.00000,
  547.54761,     1.00000,  2564.00000,
  547.61779,     1.00000,  2576.00000,
  547.68798,     1.00000,  2585.00000,
  547.75816,     1.00000,  2467.00000,
  547.82834,     1.00000,  2504.00000,
  547.89851,     1.00000,  2490.00000,
  547.96869,     1.00000,  2596.00000,
  548.03886,     1.00000,  2499.00000,
  548.10903,     1.00000,  2528.00000,
  548.17919,     1.00000,  2512.00000,
  548.24936,     1.00000,  2600.00000,
  548.31952,     1.00000,  2668.00000,
  548.38968,     1.00000,  2724.00000,
  548.45984,     1.00000,  2734.00000,
  548.53000,     1.00000,  2866.00000,
  548.60015,     1.00000,  2903.00000,
  548.67031,     1.00000,  2970.00000,
  548.74046,     1.00000,  2931.00000,
  548.81060,     1.00000,  2949.00000,
  548.88075,     1.00000,  2893.00000,
  548.95089,     1.00000,  2920.00000,
  549.02103,     1.00000,  2793.00000,
  549.09117,     1.00000,  2798.00000,
  549.16131,     1.00000,  2701.00000,
  549.23144,     1.00000,  2770.00000,
  549.30158,     1.00000,  2627.00000,
  549.37171,     1.00000,  2743.00000,
  549.44183,     1.00000,  2591.00000,
  549.51196,     1.00000,  2668.00000,
  549.58208,     1.00000,  2657.00000,
  549.65220,     1.00000,  2631.00000,
  549.72232,     1.00000,  2586.00000,
  549.79244,     1.00000,  2613.00000,
  549.86256,     1.00000,  2591.00000,
  549.93267,     1.00000,  2608.00000,
  550.00278,     1.00000,  2581.00000,
  550.07289,     1.00000,  2571.00000,
  550.14299,     1.00000,  2582.00000,
  550.21310,     1.00000,  2541.00000,
  550.28320,     1.00000,  2536.00000,
  550.35330,     1.00000,  2570.00000,
  550.42339,     1.00000,  2494.00000,
  550.49349,     1.00000,  2510.00000,
  550.56358,     1.00000,  2500.00000,
  550.63367,     1.00000,  2560.00000,
  550.70376,     1.00000,  2515.00000,
  550.77385,     1.00000,  2571.00000,
  550.84393,     1.00000,  2577.00000,
  550.91401,     1.00000,  2577.00000,
  550.98409,     1.00000,  2575.00000,
  551.05417,     1.00000,  2635.00000,
  551.12425,     1.00000,  2590.00000,
  551.19432,     1.00000,  2652.00000,
  551.26439,     1.00000,  2561.00000,
  551.33446,     1.00000,  2660.00000,
  551.40452,     1.00000,  2637.00000,
  551.47459,     1.00000,  2637.00000,
  551.54465,     1.00000,  2604.00000,
  551.61471,     1.00000,  2604.00000,
  551.68477,     1.00000,  2652.00000,
  551.75482,     1.00000,  2646.00000,
  551.82488,     1.00000,  2572.00000,
  551.89493,     1.00000,  2620.00000,
  551.96498,     1.00000,  2753.00000,
  552.03502,     1.00000,  2622.00000,
  552.10507,     1.00000,  2611.00000,
  552.17511,     1.00000,  2614.00000,
  552.24515,     1.00000,  2685.00000,
  552.31519,     1.00000,  2617.00000,
  552.38522,     1.00000,  2598.00000,
  552.45526,     1.00000,  2611.00000,
  552.52529,     1.00000,  2657.00000,
  552.59532,     1.00000,  2624.00000,
  552.66534,     1.00000,  2547.00000,
  552.73537,     1.00000,  2640.00000,
  552.80539,     1.00000,  2708.00000,
  552.87541,     1.00000,  2675.00000,
  552.94543,     1.00000,  2532.00000,
  553.01545,     1.00000,  2599.00000,
  553.08546,     1.00000,  2703.00000,
  553.15547,     1.00000,  2615.00000,
  553.22548,     1.00000,  2693.00000,
  553.29549,     1.00000,  2661.00000,
  553.36549,     1.00000,  2640.00000,
  553.43550,     1.00000,  2724.00000,
  553.50550,     1.00000,  2725.00000,
  553.57549,     1.00000,  2776.00000,
  553.64549,     1.00000,  2714.00000,
  553.71548,     1.00000,  2689.00000,
  553.78548,     1.00000,  2802.00000,
  553.85547,     1.00000,  2768.00000,
  553.92545,     1.00000,  2766.00000,
  553.99544,     1.00000,  2827.00000,
  554.06542,     1.00000,  2801.00000,
  554.13540,     1.00000,  2833.00000,
  554.20538,     1.00000,  2846.00000,
  554.27536,     1.00000,  2776.00000,
  554.34533,     1.00000,  2794.00000,
  554.41530,     1.00000,  2819.00000,
  554.48527,     1.00000,  2803.00000,
  554.55524,     1.00000,  2859.00000,
  554.62521,     1.00000,  2850.00000,
  554.69517,     1.00000,  2963.00000,
  554.76513,     1.00000,  2837.00000,
  554.83509,     1.00000,  2828.00000,
  554.90505,     1.00000,  2913.00000,
  554.97500,     1.00000,  2822.00000,
  555.04495,     1.00000,  2920.00000,
  555.11490,     1.00000,  2876.00000,
  555.18485,     1.00000,  2789.00000,
  555.25480,     1.00000,  2790.00000,
  555.32474,     1.00000,  2789.00000,
  555.39468,     1.00000,  2833.00000,
  555.46462,     1.00000,  2861.00000,
  555.53456,     1.00000,  2820.00000,
  555.60449,     1.00000,  2839.00000,
  555.67442,     1.00000,  2817.00000,
  555.74435,     1.00000,  2808.00000,
  555.81428,     1.00000,  2817.00000,
  555.88421,     1.00000,  2808.00000,
  555.95413,     1.00000,  2869.00000,
  556.02405,     1.00000,  2896.00000,
  556.09397,     1.00000,  2857.00000,
  556.16389,     1.00000,  2903.00000,
  556.23380,     1.00000,  2904.00000,
  556.30372,     1.00000,  2872.00000,
  556.37363,     1.00000,  2918.00000,
  556.44353,     1.00000,  2919.00000,
  556.51344,     1.00000,  2923.00000,
  556.58334,     1.00000,  3006.00000,
  556.65325,     1.00000,  3008.00000,
  556.72315,     1.00000,  2959.00000,
  556.79304,     1.00000,  2992.00000,
  556.86294,     1.00000,  2945.00000,
  556.93283,     1.00000,  2967.00000,
  557.00272,     1.00000,  3101.00000,
  557.07261,     1.00000,  3050.00000,
  557.14250,     1.00000,  2931.00000,
  557.21238,     1.00000,  2967.00000,
  557.28226,     1.00000,  2978.00000,
  557.35214,     1.00000,  2962.00000,
  557.42202,     1.00000,  2975.00000,
  557.49190,     1.00000,  2962.00000,
  557.56177,     1.00000,  2932.00000,
  557.63164,     1.00000,  2907.00000,
  557.70151,     1.00000,  2955.00000,
  557.77138,     1.00000,  2874.00000,
  557.84124,     1.00000,  2901.00000,
  557.91110,     1.00000,  2908.00000,
  557.98096,     1.00000,  2929.00000,
  558.05082,     1.00000,  2944.00000,
  558.12068,     1.00000,  2945.00000,
  558.19053,     1.00000,  2893.00000,
  558.26038,     1.00000,  2980.00000,
  558.33023,     1.00000,  2968.00000,
  558.40008,     1.00000,  2987.00000,
  558.46992,     1.00000,  2926.00000,
  558.53976,     1.00000,  2966.00000,
  558.60960,     1.00000,  2934.00000,
  558.67944,     1.00000,  2948.00000,
  558.74928,     1.00000,  3056.00000,
  558.81911,     1.00000,  3044.00000,
  558.88894,     1.00000,  3043.00000,
  558.95877,     1.00000,  3070.00000,
  559.02860,     1.00000,  3029.00000,
  559.09842,     1.00000,  3151.00000,
  559.16825,     1.00000,  3112.00000,
  559.23807,     1.00000,  3105.00000,
  559.30788,     1.00000,  3108.00000,
  559.37770,     1.00000,  3080.00000,
  559.44751,     1.00000,  3151.00000,
  559.51733,     1.00000,  3138.00000,
  559.58713,     1.00000,  3182.00000,
  559.65694,     1.00000,  3032.00000,
  559.72675,     1.00000,  3120.00000,
  559.79655,     1.00000,  3191.00000,
  559.86635,     1.00000,  3163.00000,
  559.93615,     1.00000,  3308.00000,
  560.00595,     1.00000,  3199.00000,
  560.07574,     1.00000,  3061.00000,
  560.14553,     1.00000,  3158.00000,
  560.21532,     1.00000,  3201.00000,
  560.28511,     1.00000,  3158.00000,
  560.35489,     1.00000,  3183.00000,
  560.42468,     1.00000,  3163.00000,
  560.49446,     1.00000,  3142.00000,
  560.56424,     1.00000,  3110.00000,
  560.63401,     1.00000,  3202.00000,
  560.70379,     1.00000,  3186.00000,
  560.77356,     1.00000,  3170.00000,
  560.84333,     1.00000,  3089.00000,
  560.91310,     1.00000,  3106.00000,
  560.98286,     1.00000,  3209.00000,
  561.05263,     1.00000,  3174.00000,
  561.12239,     1.00000,  3180.00000,
  561.19215,     1.00000,  3141.00000,
  561.26190,     1.00000,  3212.00000,
  561.33166,     1.00000,  3212.00000,
  561.40141,     1.00000,  3167.00000,
  561.47116,     1.00000,  3219.00000,
  561.54091,     1.00000,  3289.00000,
  561.61065,     1.00000,  3198.00000,
  561.68040,     1.00000,  3307.00000,
  561.75014,     1.00000,  3392.00000,
  561.81988,     1.00000,  3275.00000,
  561.88961,     1.00000,  3292.00000,
  561.95935,     1.00000,  3284.00000,
  562.02908,     1.00000,  3311.00000,
  562.09881,     1.00000,  3207.00000,
  562.16854,     1.00000,  3295.00000,
  562.23827,     1.00000,  3315.00000,
  562.30799,     1.00000,  3342.00000,
  562.37771,     1.00000,  3456.00000,
  562.44743,     1.00000,  3736.00000,
  562.51715,     1.00000,  4040.00000,
  562.58686,     1.00000,  4355.00000,
  562.65658,     1.00000,  4042.00000,
  562.72629,     1.00000,  3574.00000,
  562.79600,     1.00000,  3484.00000,
  562.86570,     1.00000,  3268.00000,
  562.93541,     1.00000,  3259.00000,
  563.00511,     1.00000,  3331.00000,
  563.07481,     1.00000,  3247.00000,
  563.14450,     1.00000,  3324.00000,
  563.21420,     1.00000,  3317.00000,
  563.28389,     1.00000,  3245.00000,
  563.35358,     1.00000,  3224.00000,
  563.42327,     1.00000,  3243.00000,
  563.49296,     1.00000,  3182.00000,
  563.56264,     1.00000,  3201.00000,
  563.63233,     1.00000,  3323.00000,
  563.70201,     1.00000,  3284.00000,
  563.77168,     1.00000,  3251.00000,
  563.84136,     1.00000,  3242.00000,
  563.91103,     1.00000,  3184.00000,
  563.98070,     1.00000,  3252.00000,
  564.05037,     1.00000,  3291.00000,
  564.12004,     1.00000,  3324.00000,
  564.18970,     1.00000,  3292.00000,
  564.25936,     1.00000,  3335.00000,
  564.32903,     1.00000,  3232.00000,
  564.39868,     1.00000,  3247.00000,
  564.46834,     1.00000,  3247.00000,
  564.53799,     1.00000,  3379.00000,
  564.60764,     1.00000,  3320.00000,
  564.67729,     1.00000,  3330.00000,
  564.74694,     1.00000,  3376.00000,
  564.81658,     1.00000,  3404.00000,
  564.88623,     1.00000,  3303.00000,
  564.95587,     1.00000,  3355.00000,
  565.02551,     1.00000,  3328.00000,
  565.09514,     1.00000,  3324.00000,
  565.16477,     1.00000,  3356.00000,
  565.23441,     1.00000,  3342.00000,
  565.30404,     1.00000,  3321.00000,
  565.37366,     1.00000,  3378.00000,
  565.44329,     1.00000,  3320.00000,
  565.51291,     1.00000,  3352.00000,
  565.58253,     1.00000,  3361.00000,
  565.65215,     1.00000,  3323.00000,
  565.72177,     1.00000,  3295.00000,
  565.79138,     1.00000,  3299.00000,
  565.86099,     1.00000,  3267.00000,
  565.93060,     1.00000,  3383.00000,
  566.00021,     1.00000,  3332.00000,
  566.06981,     1.00000,  3280.00000,
  566.13942,     1.00000,  3287.00000,
  566.20902,     1.00000,  3310.00000,
  566.27862,     1.00000,  3307.00000,
  566.34821,     1.00000,  3224.00000,
  566.41781,     1.00000,  3304.00000,
  566.48740,     1.00000,  3337.00000,
  566.55699,     1.00000,  3310.00000,
  566.62658,     1.00000,  3256.00000,
  566.69616,     1.00000,  3278.00000,
  566.76574,     1.00000,  3236.00000,
  566.83533,     1.00000,  3325.00000,
  566.90490,     1.00000,  3297.00000,
  566.97448,     1.00000,  3332.00000,
  567.04406,     1.00000,  3380.00000,
  567.11363,     1.00000,  3362.00000,
  567.18320,     1.00000,  3348.00000,
  567.25277,     1.00000,  3323.00000,
  567.32233,     1.00000,  3337.00000,
  567.39190,     1.00000,  3325.00000,
  567.46146,     1.00000,  3442.00000,
  567.53102,     1.00000,  3371.00000,
  567.60057,     1.00000,  3369.00000,
  567.67013,     1.00000,  3414.00000,
  567.73968,     1.00000,  3368.00000,
  567.80923,     1.00000,  3358.00000,
  567.87878,     1.00000,  3343.00000,
  567.94832,     1.00000,  3414.00000,
  568.01787,     1.00000,  3459.00000,
  568.08741,     1.00000,  3425.00000,
  568.15695,     1.00000,  3469.00000,
  568.22649,     1.00000,  3360.00000,
  568.29602,     1.00000,  3422.00000,
  568.36555,     1.00000,  3450.00000,
  568.43508,     1.00000,  3509.00000,
  568.50461,     1.00000,  3458.00000,
  568.57414,     1.00000,  3379.00000,
  568.64366,     1.00000,  3376.00000,
  568.71318,     1.00000,  3359.00000,
  568.78270,     1.00000,  3427.00000,
  568.85222,     1.00000,  3444.00000,
  568.92174,     1.00000,  3334.00000,
  568.99125,     1.00000,  3353.00000,
  569.06076,     1.00000,  3328.00000,
  569.13027,     1.00000,  3402.00000,
  569.19977,     1.00000,  3315.00000,
  569.26928,     1.00000,  3352.00000,
  569.33878,     1.00000,  3319.00000,
  569.40828,     1.00000,  3441.00000,
  569.47778,     1.00000,  3358.00000,
  569.54727,     1.00000,  3421.00000,
  569.61677,     1.00000,  3514.00000,
  569.68626,     1.00000,  3364.00000,
  569.75575,     1.00000,  3398.00000,
  569.82523,     1.00000,  3366.00000,
  569.89472,     1.00000,  3444.00000,
  569.96420,     1.00000,  3393.00000,
  570.03368,     1.00000,  3398.00000,
  570.10316,     1.00000,  3409.00000,
  570.17263,     1.00000,  3468.00000,
  570.24211,     1.00000,  3431.00000,
  570.31158,     1.00000,  3478.00000,
  570.38105,     1.00000,  3448.00000,
  570.45051,     1.00000,  3496.00000,
  570.51998,     1.00000,  3481.00000,
  570.58944,     1.00000,  3425.00000,
  570.65890,     1.00000,  3412.00000,
  570.72836,     1.00000,  3473.00000,
  570.79781,     1.00000,  3431.00000,
  570.86727,     1.00000,  3562.00000,
  570.93672,     1.00000,  3523.00000,
  571.00617,     1.00000,  3461.00000,
  571.07562,     1.00000,  3528.00000,
  571.14506,     1.00000,  3483.00000,
  571.21450,     1.00000,  3469.00000,
  571.28394,     1.00000,  3496.00000,
  571.35338,     1.00000,  3455.00000,
  571.42282,     1.00000,  3455.00000,
  571.49225,     1.00000,  3402.00000,
  571.56168,     1.00000,  3522.00000,
  571.63111,     1.00000,  3429.00000,
  571.70054,     1.00000,  3464.00000,
  571.76997,     1.00000,  3334.00000,
  571.83939,     1.00000,  3487.00000,
  571.90881,     1.00000,  3442.00000,
  571.97823,     1.00000,  3416.00000,
  572.04764,     1.00000,  3723.00000,
